iso3,yearmon,region_code,pop,VDEM_deliberative,VDEM_egalitarian,VDEM_electoral,VDEM_liberal,VDEM_participatory
AFG,Jan 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Feb 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Mar 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Apr 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,May 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Jun 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Jul 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Aug 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Sep 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Oct 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Nov 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Dec 1989,SAR,11874088.0,0.036,0.116,0.092,0.05,0.026
AFG,Jan 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Feb 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Mar 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Apr 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,May 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Jun 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Jul 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Aug 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Sep 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Oct 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Nov 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Dec 1990,SAR,12045660.0,0.036,0.101,0.091,0.046,0.024
AFG,Jan 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Feb 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Mar 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Apr 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,May 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Jun 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Jul 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Aug 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Sep 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Oct 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Nov 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Dec 1991,SAR,12238879.0,0.036,0.1,0.091,0.044,0.024
AFG,Jan 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Feb 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Mar 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Apr 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,May 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Jun 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Jul 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Aug 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Sep 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Oct 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Nov 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Dec 1992,SAR,13278974.0,0.032,0.064,0.094,0.035,0.027
AFG,Jan 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Feb 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Mar 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Apr 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,May 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Jun 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Jul 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Aug 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Sep 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Oct 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Nov 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Dec 1993,SAR,14943172.0,0.026,0.044,0.092,0.027,0.027
AFG,Jan 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Feb 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Mar 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Apr 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,May 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Jun 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Jul 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Aug 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Sep 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Oct 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Nov 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Dec 1994,SAR,16250794.0,0.026,0.044,0.092,0.027,0.027
AFG,Jan 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Feb 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Mar 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Apr 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,May 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Jun 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Jul 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Aug 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Sep 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Oct 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Nov 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Dec 1995,SAR,17065836.0,0.026,0.044,0.092,0.026,0.023
AFG,Jan 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Feb 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Mar 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Apr 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,May 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Jun 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Jul 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Aug 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Sep 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Oct 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Nov 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Dec 1996,SAR,17763266.0,0.008,0.04,0.075,0.026,0.012
AFG,Jan 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Feb 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Mar 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Apr 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,May 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Jun 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Jul 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Aug 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Sep 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Oct 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Nov 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Dec 1997,SAR,18452091.0,0.006,0.043,0.072,0.029,0.012
AFG,Jan 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Feb 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Mar 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Apr 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,May 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Jun 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Jul 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Aug 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Sep 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Oct 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Nov 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Dec 1998,SAR,19159996.0,0.006,0.043,0.072,0.029,0.012
AFG,Jan 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Feb 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Mar 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Apr 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,May 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Jun 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Jul 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Aug 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Sep 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Oct 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Nov 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Dec 1999,SAR,19887785.0,0.006,0.043,0.072,0.029,0.012
AFG,Jan 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Feb 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Mar 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Apr 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,May 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Jun 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Jul 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Aug 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Sep 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Oct 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Nov 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Dec 2000,SAR,20130327.0,0.006,0.039,0.072,0.029,0.012
AFG,Jan 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Feb 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Mar 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Apr 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,May 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Jun 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Jul 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Aug 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Sep 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Oct 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Nov 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Dec 2001,SAR,20284307.0,0.013,0.045,0.083,0.035,0.019
AFG,Jan 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Feb 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Mar 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Apr 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,May 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Jun 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Jul 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Aug 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Sep 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Oct 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Nov 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Dec 2002,SAR,21378117.0,0.249,0.149,0.225,0.097,0.095
AFG,Jan 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Feb 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Mar 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Apr 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,May 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Jun 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Jul 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Aug 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Sep 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Oct 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Nov 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Dec 2003,SAR,22733049.0,0.256,0.159,0.23,0.1,0.098
AFG,Jan 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Feb 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Mar 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Apr 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,May 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Jun 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Jul 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Aug 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Sep 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Oct 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Nov 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Dec 2004,SAR,23560654.0,0.255,0.161,0.24,0.105,0.109
AFG,Jan 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Feb 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Mar 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Apr 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,May 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Jun 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Jul 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Aug 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Sep 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Oct 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Nov 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Dec 2005,SAR,24404567.0,0.298,0.212,0.339,0.132,0.138
AFG,Jan 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Feb 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Mar 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Apr 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,May 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Jun 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Jul 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Aug 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Sep 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Oct 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Nov 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Dec 2006,SAR,25424094.0,0.334,0.24,0.402,0.224,0.161
AFG,Jan 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Feb 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Mar 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Apr 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,May 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Jun 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Jul 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Aug 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Sep 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Oct 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Nov 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Dec 2007,SAR,25909852.0,0.334,0.242,0.402,0.226,0.157
AFG,Jan 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Feb 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Mar 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Apr 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,May 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Jun 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Jul 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Aug 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Sep 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Oct 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Nov 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Dec 2008,SAR,26482622.0,0.34,0.25,0.408,0.23,0.159
AFG,Jan 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Feb 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Mar 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Apr 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,May 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Jun 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Jul 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Aug 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Sep 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Oct 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Nov 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Dec 2009,SAR,27466101.0,0.338,0.246,0.397,0.228,0.158
AFG,Jan 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Feb 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Mar 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Apr 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,May 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Jun 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Jul 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Aug 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Sep 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Oct 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Nov 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Dec 2010,SAR,28284089.0,0.329,0.238,0.378,0.223,0.149
AFG,Jan 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Feb 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Mar 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Apr 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,May 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Jun 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Jul 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Aug 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Sep 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Oct 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Nov 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Dec 2011,SAR,29347708.0,0.335,0.24,0.383,0.224,0.151
AFG,Jan 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Feb 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Mar 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Apr 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,May 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Jun 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Jul 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Aug 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Sep 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Oct 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Nov 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Dec 2012,SAR,30560034.0,0.337,0.241,0.384,0.226,0.152
AFG,Jan 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Feb 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Mar 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Apr 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,May 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Jun 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Jul 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Aug 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Sep 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Oct 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Nov 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Dec 2013,SAR,31622704.0,0.336,0.24,0.383,0.228,0.159
AFG,Jan 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Feb 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Mar 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Apr 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,May 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Jun 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Jul 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Aug 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Sep 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Oct 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Nov 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Dec 2014,SAR,32792523.0,0.333,0.236,0.381,0.228,0.159
AFG,Jan 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Feb 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Mar 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Apr 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,May 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Jun 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Jul 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Aug 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Sep 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Oct 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Nov 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Dec 2015,SAR,33831764.0,0.339,0.231,0.375,0.225,0.161
AFG,Jan 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Feb 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Mar 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Apr 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,May 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Jun 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Jul 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Aug 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Sep 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Oct 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Nov 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Dec 2016,SAR,34700612.0,0.298,0.215,0.352,0.208,0.151
AFG,Jan 2017,SAR,35688935.0,0.262,0.211,0.357,0.209,0.145
AFG,Feb 2017,SAR,35688935.0,0.262,0.211,0.357,0.209,0.145
AFG,Mar 2017,SAR,35688935.0,0.262,0.211,0.357,0.209,0.145
AFG,Apr 2017,SAR,35688935.0,0.262,0.211,0.357,0.209,0.145
AFG,May 2017,SAR,35688935.0,0.262,0.211,0.357,0.209,0.145
