iso3,yearmon,region_code,pop,EMDAT_affected,EMDAT_damage,EMDAT_deaths,EMDAT_declarations,EMDAT_disaster_days,EMDAT_disasters
AFG,Jan 1989,SAR,11874088.0,,,,,,
AFG,Feb 1989,SAR,11874088.0,,,,,,
AFG,Mar 1989,SAR,11874088.0,,,,,,
AFG,Apr 1989,SAR,11874088.0,,,,,,
AFG,May 1989,SAR,11874088.0,,,,,,
AFG,Jun 1989,SAR,11874088.0,,,,,,
AFG,Jul 1989,SAR,11874088.0,0.0,0.0,36.2962962962963,0.0,28.0,1.0
AFG,Aug 1989,SAR,11874088.0,,,,,,
AFG,Sep 1989,SAR,11874088.0,0.0,0.0,,0.0,1.0,1.0
AFG,Oct 1989,SAR,11874088.0,,,,,,
AFG,Nov 1989,SAR,11874088.0,,,,,,
AFG,Dec 1989,SAR,11874088.0,,,,,,
AFG,Jan 1990,SAR,12045660.0,,,,,,
AFG,Feb 1990,SAR,12045660.0,0.0,0.0,,0.0,1.0,1.0
AFG,Mar 1990,SAR,12045660.0,,,,,,
AFG,Apr 1990,SAR,12045660.0,,,,,,
AFG,May 1990,SAR,12045660.0,,,,,,
AFG,Jun 1990,SAR,12045660.0,,,,,,
AFG,Jul 1990,SAR,12045660.0,,,,,,
AFG,Aug 1990,SAR,12045660.0,0.0,0.0,,0.0,1.0,1.0
AFG,Sep 1990,SAR,12045660.0,,,,,,
AFG,Oct 1990,SAR,12045660.0,,,,,,
AFG,Nov 1990,SAR,12045660.0,,,,,,
AFG,Dec 1990,SAR,12045660.0,0.0,0.0,,0.0,1.0,1.0
AFG,Jan 1991,SAR,12238879.0,,0.0,,0.0,2.0,2.0
AFG,Feb 1991,SAR,12238879.0,118254.54545454544,146441.45454545456,,0.0,13.0,2.0
AFG,Mar 1991,SAR,12238879.0,,,,,,
AFG,Apr 1991,SAR,12238879.0,0.0,0.0,,0.0,2.0,2.0
AFG,May 1991,SAR,12238879.0,17714.285714285714,0.0,416.0,0.0,4.0,1.0
AFG,Jun 1991,SAR,12238879.0,17714.285714285714,0.0,416.0,0.0,4.0,1.0
AFG,Jul 1991,SAR,12238879.0,0.0,0.0,,0.0,1.0,1.0
AFG,Aug 1991,SAR,12238879.0,,,,,,
AFG,Sep 1991,SAR,12238879.0,,,,,,
AFG,Oct 1991,SAR,12238879.0,,,,,,
AFG,Nov 1991,SAR,12238879.0,,,,,,
AFG,Dec 1991,SAR,12238879.0,,,,,,
AFG,Jan 1992,SAR,13278974.0,,,,,,
AFG,Feb 1992,SAR,13278974.0,,,,,,
AFG,Mar 1992,SAR,13278974.0,,,,,,
AFG,Apr 1992,SAR,13278974.0,,,,,,
AFG,May 1992,SAR,13278974.0,0.0,0.0,,0.0,2.0,2.0
AFG,Jun 1992,SAR,13278974.0,,,,,,
AFG,Jul 1992,SAR,13278974.0,,,,,,
AFG,Aug 1992,SAR,13278974.0,,,,,,
AFG,Sep 1992,SAR,13278974.0,4148.148148148148,9007.703703703704,466.6666666666667,0.0,28.0,1.0
AFG,Oct 1992,SAR,13278974.0,,,,,,
AFG,Nov 1992,SAR,13278974.0,,,,,,
AFG,Dec 1992,SAR,13278974.0,,,,,,
AFG,Jan 1993,SAR,14943172.0,,,,,,
AFG,Feb 1993,SAR,14943172.0,,,,,,
AFG,Mar 1993,SAR,14943172.0,0.0,0.0,103.70370370370372,0.0,28.0,1.0
AFG,Apr 1993,SAR,14943172.0,0.0,0.0,,0.0,1.0,1.0
AFG,May 1993,SAR,14943172.0,0.0,0.0,,0.0,1.0,1.0
AFG,Jun 1993,SAR,14943172.0,,0.0,,0.0,1.0,1.0
AFG,Jul 1993,SAR,14943172.0,,,,,,
AFG,Aug 1993,SAR,14943172.0,,,,,,
AFG,Sep 1993,SAR,14943172.0,0.0,0.0,0.0,0.0,28.0,1.0
AFG,Oct 1993,SAR,14943172.0,,,,,,
AFG,Nov 1993,SAR,14943172.0,,,,,,
AFG,Dec 1993,SAR,14943172.0,,,,,,
AFG,Jan 1994,SAR,16250794.0,,,,,,
AFG,Feb 1994,SAR,16250794.0,,,,,,
AFG,Mar 1994,SAR,16250794.0,,,,,,
AFG,Apr 1994,SAR,16250794.0,,,,,,
AFG,May 1994,SAR,16250794.0,,0.0,,0.0,1.0,1.0
AFG,Jun 1994,SAR,16250794.0,,,,,,
AFG,Jul 1994,SAR,16250794.0,,,,,,
AFG,Aug 1994,SAR,16250794.0,,,,,,
AFG,Sep 1994,SAR,16250794.0,,,,,,
AFG,Oct 1994,SAR,16250794.0,,,,,,
AFG,Nov 1994,SAR,16250794.0,,,,,,
AFG,Dec 1994,SAR,16250794.0,,,,,,
AFG,Jan 1995,SAR,17065836.0,,,,,,
AFG,Feb 1995,SAR,17065836.0,,,,,,
AFG,Mar 1995,SAR,17065836.0,,0.0,,0.0,1.0,1.0
AFG,Apr 1995,SAR,17065836.0,,0.0,,0.0,1.0,1.0
AFG,May 1995,SAR,17065836.0,,,,,,
AFG,Jun 1995,SAR,17065836.0,,,,,,
AFG,Jul 1995,SAR,17065836.0,0.0,0.0,,0.0,1.0,1.0
AFG,Aug 1995,SAR,17065836.0,,,,,,
AFG,Sep 1995,SAR,17065836.0,,,,,,
AFG,Oct 1995,SAR,17065836.0,,,,,,
AFG,Nov 1995,SAR,17065836.0,,,,,,
AFG,Dec 1995,SAR,17065836.0,,,,,,
AFG,Jan 1996,SAR,17763266.0,,0.0,0.0,0.0,1.0,1.0
AFG,Feb 1996,SAR,17763266.0,,0.0,,0.0,1.0,1.0
AFG,Mar 1996,SAR,17763266.0,,,,,,
AFG,Apr 1996,SAR,17763266.0,10558.928571428572,0.0,75.0,0.0,15.0,1.0
AFG,May 1996,SAR,17763266.0,,,,,,
AFG,Jun 1996,SAR,17763266.0,,,,,,
AFG,Jul 1996,SAR,17763266.0,,,,,,
AFG,Aug 1996,SAR,17763266.0,,,,,,
AFG,Sep 1996,SAR,17763266.0,,,,,,
AFG,Oct 1996,SAR,17763266.0,,,,,,
AFG,Nov 1996,SAR,17763266.0,,,,,,
AFG,Dec 1996,SAR,17763266.0,,,,,,
AFG,Jan 1997,SAR,18452091.0,,,,,,
AFG,Feb 1997,SAR,18452091.0,,,,,,
AFG,Mar 1997,SAR,18452091.0,,0.0,,0.0,2.0,2.0
AFG,Apr 1997,SAR,18452091.0,,,,,,
AFG,May 1997,SAR,18452091.0,26666.666666666668,,,0.0,5.0,2.0
AFG,Jun 1997,SAR,18452091.0,,,,,,
AFG,Jul 1997,SAR,18452091.0,,,,,,
AFG,Aug 1997,SAR,18452091.0,0.0,0.0,,0.0,1.0,1.0
AFG,Sep 1997,SAR,18452091.0,1500.0,0.0,60.0,0.0,2.0,1.0
AFG,Oct 1997,SAR,18452091.0,,,,,,
AFG,Nov 1997,SAR,18452091.0,,,,,,
AFG,Dec 1997,SAR,18452091.0,,,,,,
AFG,Jan 1998,SAR,19159996.0,,,,,,
AFG,Feb 1998,SAR,19159996.0,,,,0.0,10.0,3.0
AFG,Mar 1998,SAR,19159996.0,1.1136363636363635,0.0,,0.0,9.0,3.0
AFG,Apr 1998,SAR,19159996.0,4.7727272727272725,0.0,8.181818181818182,0.0,30.0,1.0
AFG,May 1998,SAR,19159996.0,,,,0.0,9.0,2.0
AFG,Jun 1998,SAR,19159996.0,,,,,,
AFG,Jul 1998,SAR,19159996.0,7762.79365079365,0.0,85.12698412698413,0.0,31.0,1.0
AFG,Aug 1998,SAR,19159996.0,7762.79365079365,0.0,85.12698412698413,0.0,31.0,1.0
AFG,Sep 1998,SAR,19159996.0,500.8253968253968,0.0,5.492063492063492,0.0,2.0,1.0
AFG,Oct 1998,SAR,19159996.0,,,,,,
AFG,Nov 1998,SAR,19159996.0,,,,,,
AFG,Dec 1998,SAR,19159996.0,,,,,,
AFG,Jan 1999,SAR,19887785.0,3487.5,0.0,74.73214285714285,0.0,31.0,1.0
AFG,Feb 1999,SAR,19887785.0,,0.0,,0.0,55.0,3.0
AFG,Mar 1999,SAR,19887785.0,,,,,,
AFG,Apr 1999,SAR,19887785.0,,,,,,
AFG,May 1999,SAR,19887785.0,981.9545454545456,0.0,0.0,0.0,3.0,1.0
AFG,Jun 1999,SAR,19887785.0,9819.545454545454,0.0,0.0,0.0,31.0,2.0
AFG,Jul 1999,SAR,19887785.0,3927.818181818182,0.0,0.0,0.0,12.0,1.0
AFG,Aug 1999,SAR,19887785.0,,,,,,
AFG,Sep 1999,SAR,19887785.0,,,,,,
AFG,Oct 1999,SAR,19887785.0,,,,,,
AFG,Nov 1999,SAR,19887785.0,,,,,,
AFG,Dec 1999,SAR,19887785.0,,,,,,
AFG,Jan 2000,SAR,20130327.0,0.0,0.0,525.7777777777778,0.0,28.0,1.0
AFG,Feb 2000,SAR,20130327.0,,,,,,
AFG,Mar 2000,SAR,20130327.0,,,,,,
AFG,Apr 2000,SAR,20130327.0,,,,,,
AFG,May 2000,SAR,20130327.0,82373.49488693231,2.8094747682801233,8.16717192962098,0.0,62.0,2.0
AFG,Jun 2000,SAR,20130327.0,79716.28537445061,2.7188465499485064,7.903714770600949,0.0,60.0,2.0
AFG,Jul 2000,SAR,20130327.0,82370.39629538302,2.8094747682801233,3.6601296760998534,0.0,42.0,2.0
AFG,Aug 2000,SAR,20130327.0,83525.06416305415,2.8094747682801233,14.878930855267884,0.0,62.0,2.0
AFG,Sep 2000,SAR,20130327.0,,2.7188465499485064,,0.0,72.0,4.0
AFG,Oct 2000,SAR,20130327.0,82368.6920700309,2.8094747682801233,1.1812564366632337,0.0,31.0,1.0
AFG,Nov 2000,SAR,20130327.0,79711.63748712667,2.7188465499485064,1.1431513903192585,0.0,30.0,1.0
AFG,Dec 2000,SAR,20130327.0,82368.6920700309,2.8094747682801233,1.1812564366632337,0.0,31.0,1.0
AFG,Jan 2001,SAR,20284307.0,87368.6920700309,3.6594747682801234,8.681256436663233,0.0,32.0,2.0
AFG,Feb 2001,SAR,20284307.0,174397.52832131824,19.537590113285273,151.0669412976313,0.0,48.0,2.0
AFG,Mar 2001,SAR,20284307.0,82368.6920700309,2.8094747682801233,1.1812564366632337,0.0,31.0,1.0
AFG,Apr 2001,SAR,20284307.0,79711.63748712667,2.7188465499485064,1.1431513903192585,0.0,30.0,1.0
AFG,May 2001,SAR,20284307.0,82368.6920700309,2.8094747682801233,1.1812564366632337,0.0,31.0,1.0
AFG,Jun 2001,SAR,20284307.0,,2.7188465499485064,,0.0,61.0,3.0
AFG,Jul 2001,SAR,20284307.0,84398.7846626235,2.8094747682801233,53.95903421444101,0.0,56.0,2.0
AFG,Aug 2001,SAR,20284307.0,82368.6920700309,2.8094747682801233,1.1812564366632337,0.0,31.0,1.0
AFG,Sep 2001,SAR,20284307.0,79711.63748712667,2.7188465499485064,1.1431513903192585,0.0,30.0,1.0
AFG,Oct 2001,SAR,20284307.0,82368.6920700309,2.8094747682801233,1.1812564366632337,0.0,31.0,1.0
AFG,Nov 2001,SAR,20284307.0,183415.3411908304,2.7188465499485064,184.6987069458748,0.0,58.0,2.0
AFG,Dec 2001,SAR,20284307.0,,2.8094747682801233,,0.0,33.0,3.0
AFG,Jan 2002,SAR,21378117.0,124545.56281833022,2.8094747682801233,1.1812564366632337,0.0,62.0,2.0
AFG,Feb 2002,SAR,21378117.0,,2.5375901132852725,,0.0,57.0,3.0
AFG,Mar 2002,SAR,21378117.0,,2.8094747682801233,,0.0,94.0,7.0
AFG,Apr 2002,SAR,21378117.0,,2.7188465499485064,,0.0,93.0,6.0
AFG,May 2002,SAR,21378117.0,121903.21587955471,2.8094747682801233,14.46697072237752,0.0,90.0,3.0
AFG,Jun 2002,SAR,21378117.0,,2.7188465499485064,,0.0,61.0,3.0
AFG,Jul 2002,SAR,21378117.0,,2.8094747682801233,,0.0,81.0,5.0
AFG,Aug 2002,SAR,21378117.0,,2.8094747682801233,,0.0,34.0,4.0
AFG,Sep 2002,SAR,21378117.0,79735.76336125255,2.7188465499485064,4.709584956752825,0.0,60.0,2.0
AFG,Oct 2002,SAR,21378117.0,82393.62213996096,2.8094747682801233,,0.0,63.0,3.0
AFG,Nov 2002,SAR,21378117.0,79735.76336125255,2.7188465499485064,4.709584956752825,0.0,60.0,2.0
AFG,Dec 2002,SAR,21378117.0,74422.4583912483,2.5375901132852725,4.752255982945993,0.0,59.0,2.0
AFG,Jan 2003,SAR,22733049.0,17.692307692307693,0.0,12.985754985754983,0.0,50.0,2.0
AFG,Feb 2003,SAR,22733049.0,,,,,,
AFG,Mar 2003,SAR,22733049.0,2181.818181818182,0.0,12.0,0.0,12.0,1.0
AFG,Apr 2003,SAR,22733049.0,,0.0,,0.0,5.0,2.0
AFG,May 2003,SAR,22733049.0,218.1818181818182,0.0,0.0,0.0,6.0,1.0
AFG,Jun 2003,SAR,22733049.0,338.1818181818182,0.0,15.6,0.0,12.0,2.0
AFG,Jul 2003,SAR,22733049.0,339.3333333333333,0.0,,0.0,7.0,3.0
AFG,Aug 2003,SAR,22733049.0,,0.0,,0.0,1.0,1.0
AFG,Sep 2003,SAR,22733049.0,,,,,,
AFG,Oct 2003,SAR,22733049.0,,,,,,
AFG,Nov 2003,SAR,22733049.0,,,,,,
AFG,Dec 2003,SAR,22733049.0,,,,,,
AFG,Jan 2004,SAR,23560654.0,3750.0,0.0,0.0,0.0,3.0,1.0
AFG,Feb 2004,SAR,23560654.0,,,,,,
AFG,Mar 2004,SAR,23560654.0,,0.0,,0.0,1.0,1.0
AFG,Apr 2004,SAR,23560654.0,,,,,,
AFG,May 2004,SAR,23560654.0,,0.0,,0.0,1.0,1.0
AFG,Jun 2004,SAR,23560654.0,,,,,,
AFG,Jul 2004,SAR,23560654.0,,0.0,,0.0,9.0,3.0
AFG,Aug 2004,SAR,23560654.0,,,,,,
AFG,Sep 2004,SAR,23560654.0,,,,,,
AFG,Oct 2004,SAR,23560654.0,,,,,,
AFG,Nov 2004,SAR,23560654.0,,,,,,
AFG,Dec 2004,SAR,23560654.0,,,,,,
AFG,Jan 2005,SAR,24404567.0,12109.241379310346,4169.5,138.9655172413793,0.0,31.0,1.0
AFG,Feb 2005,SAR,24404567.0,10937.379310344828,3766.0,,0.0,29.0,2.0
AFG,Mar 2005,SAR,24404567.0,,0.0,,0.0,49.0,3.0
AFG,Apr 2005,SAR,24404567.0,241.93548387096777,0.0,,0.0,8.0,3.0
AFG,May 2005,SAR,24404567.0,,0.0,,0.0,6.0,2.0
AFG,Jun 2005,SAR,24404567.0,10306.39534883721,0.0,96.0,0.0,18.0,3.0
AFG,Jul 2005,SAR,24404567.0,1169.7093023255811,0.0,,0.0,63.0,3.0
AFG,Aug 2005,SAR,24404567.0,,0.0,,0.0,37.0,3.0
AFG,Sep 2005,SAR,24404567.0,716.9186046511627,0.0,24.0,0.0,21.0,2.0
AFG,Oct 2005,SAR,24404567.0,0.0,,,0.0,1.0,1.0
AFG,Nov 2005,SAR,24404567.0,,,,,,
AFG,Dec 2005,SAR,24404567.0,,0.0,,0.0,5.0,3.0
AFG,Jan 2006,SAR,25424094.0,,0.0,,0.0,33.0,3.0
AFG,Feb 2006,SAR,25424094.0,0.0,0.0,57.55555555555556,0.0,56.0,2.0
AFG,Mar 2006,SAR,25424094.0,,,,,,
AFG,Apr 2006,SAR,25424094.0,5025.0,0.0,19.0,0.0,3.0,1.0
AFG,May 2006,SAR,25424094.0,4243.009259259259,0.0,,0.0,35.0,4.0
AFG,Jun 2006,SAR,25424094.0,,,,,,
AFG,Jul 2006,SAR,25424094.0,,0.0,,0.0,41.0,6.0
AFG,Aug 2006,SAR,25424094.0,334422.2222222222,0.0,48.6,0.0,40.0,2.0
AFG,Sep 2006,SAR,25424094.0,316666.6666666666,0.0,0.0,0.0,30.0,1.0
AFG,Oct 2006,SAR,25424094.0,327222.2222222222,0.0,0.0,0.0,31.0,1.0
AFG,Nov 2006,SAR,25424094.0,338641.6666666666,0.0,207.5,0.0,35.0,2.0
AFG,Dec 2006,SAR,25424094.0,295555.5555555555,0.0,0.0,0.0,28.0,1.0
AFG,Jan 2007,SAR,25909852.0,,,,,,
AFG,Feb 2007,SAR,25909852.0,,,,,,
AFG,Mar 2007,SAR,25909852.0,22500.0,0.0,117.0,0.0,9.0,1.0
AFG,Apr 2007,SAR,25909852.0,,0.0,,0.0,9.0,2.0
AFG,May 2007,SAR,25909852.0,4655.0,0.0,56.84090909090909,0.0,12.0,3.0
AFG,Jun 2007,SAR,25909852.0,3111.1111111111113,0.0,87.88888888888889,0.0,7.0,1.0
AFG,Jul 2007,SAR,25909852.0,5083.333333333333,0.0,51.166666666666664,0.0,6.0,2.0
AFG,Aug 2007,SAR,25909852.0,,,,,,
AFG,Sep 2007,SAR,25909852.0,,0.0,,0.0,1.0,1.0
AFG,Oct 2007,SAR,25909852.0,,,,,,
AFG,Nov 2007,SAR,25909852.0,,,,,,
AFG,Dec 2007,SAR,25909852.0,,,,,,
AFG,Jan 2008,SAR,26482622.0,112401.65853658535,0.0,867.2926829268293,0.0,27.0,1.0
AFG,Feb 2008,SAR,26482622.0,62445.365853658535,0.0,481.82926829268297,0.0,15.0,1.0
AFG,Mar 2008,SAR,26482622.0,,,,,,
AFG,Apr 2008,SAR,26482622.0,,,,,,
AFG,May 2008,SAR,26482622.0,,0.0,,0.0,1.0,1.0
AFG,Jun 2008,SAR,26482622.0,,,,,,
AFG,Jul 2008,SAR,26482622.0,,,,,,
AFG,Aug 2008,SAR,26482622.0,1223.7037037037037,0.0,0.0,0.0,28.0,1.0
AFG,Sep 2008,SAR,26482622.0,,,,,,
AFG,Oct 2008,SAR,26482622.0,290714.9486836234,0.0,5.325301204819277,0.0,54.0,2.0
AFG,Nov 2008,SAR,26482622.0,397.5903614457831,0.0,6.144578313253012,0.0,30.0,1.0
AFG,Dec 2008,SAR,26482622.0,371.0843373493976,0.0,5.734939759036145,0.0,28.0,1.0
AFG,Jan 2009,SAR,27466101.0,,0.0,,0.0,2.0,2.0
AFG,Feb 2009,SAR,27466101.0,,,,,,
AFG,Mar 2009,SAR,27466101.0,7001.866666666667,3314.0333333333333,4.55,0.0,7.0,1.0
AFG,Apr 2009,SAR,27466101.0,,14203.0,,0.0,43.0,3.0
AFG,May 2009,SAR,27466101.0,24006.4,11362.4,15.6,0.0,24.0,1.0
AFG,Jun 2009,SAR,27466101.0,,,,,,
AFG,Jul 2009,SAR,27466101.0,0.0,0.0,,0.0,1.0,1.0
AFG,Aug 2009,SAR,27466101.0,,,,,,
AFG,Sep 2009,SAR,27466101.0,0.0,0.0,,0.0,1.0,1.0
AFG,Oct 2009,SAR,27466101.0,,0.0,,0.0,1.0,1.0
AFG,Nov 2009,SAR,27466101.0,,,,,,
AFG,Dec 2009,SAR,27466101.0,,,,,,
AFG,Jan 2010,SAR,28284089.0,,,,,,
AFG,Feb 2010,SAR,28284089.0,173.33333333333334,0.0,225.33333333333337,0.0,4.0,1.0
AFG,Mar 2010,SAR,28284089.0,0.0,0.0,,0.0,2.0,2.0
AFG,Apr 2010,SAR,28284089.0,,0.0,,0.0,1.0,1.0
AFG,May 2010,SAR,28284089.0,53333.333333333336,0.0,,0.0,5.0,2.0
AFG,Jun 2010,SAR,28284089.0,,,,,,
AFG,Jul 2010,SAR,28284089.0,,0.0,,0.0,6.0,2.0
AFG,Aug 2010,SAR,28284089.0,2142.857142857143,0.0,27.85714285714286,0.0,3.0,1.0
AFG,Sep 2010,SAR,28284089.0,,,,,,
AFG,Oct 2010,SAR,28284089.0,,0.0,,0.0,1.0,1.0
AFG,Nov 2010,SAR,28284089.0,,,,,,
AFG,Dec 2010,SAR,28284089.0,,,,,,
AFG,Jan 2011,SAR,29347708.0,226987.44769874477,24949.55230125523,0.0,0.0,31.0,1.0
AFG,Feb 2011,SAR,29347708.0,208603.0038354254,22535.07949790795,55.41666666666667,0.0,40.0,3.0
AFG,Mar 2011,SAR,29347708.0,226987.44769874477,24949.55230125523,0.0,0.0,31.0,1.0
AFG,Apr 2011,SAR,29347708.0,,24144.7280334728,,0.0,31.0,2.0
AFG,May 2011,SAR,29347708.0,238124.59055588764,24949.55230125523,,0.0,40.0,3.0
AFG,Jun 2011,SAR,29347708.0,219665.2719665272,24144.7280334728,0.0,0.0,30.0,1.0
AFG,Jul 2011,SAR,29347708.0,226987.44769874477,24949.55230125523,0.0,0.0,31.0,1.0
AFG,Aug 2011,SAR,29347708.0,,22535.07949790795,,0.0,29.0,2.0
AFG,Sep 2011,SAR,29347708.0,,,,,,
AFG,Oct 2011,SAR,29347708.0,,,,,,
AFG,Nov 2011,SAR,29347708.0,,,,,,
AFG,Dec 2011,SAR,29347708.0,,,,,,
AFG,Jan 2012,SAR,30560034.0,,0.0,,0.0,3.0,2.0
AFG,Feb 2012,SAR,30560034.0,,,,,,
AFG,Mar 2012,SAR,30560034.0,,0.0,,0.0,2.0,2.0
AFG,Apr 2012,SAR,30560034.0,,0.0,,0.0,2.0,2.0
AFG,May 2012,SAR,30560034.0,,0.0,,0.0,7.0,3.0
AFG,Jun 2012,SAR,30560034.0,,0.0,,0.0,4.0,2.0
AFG,Jul 2012,SAR,30560034.0,,,,,,
AFG,Aug 2012,SAR,30560034.0,,,,,,
AFG,Sep 2012,SAR,30560034.0,0.0,0.0,,0.0,1.0,1.0
AFG,Oct 2012,SAR,30560034.0,,,,,,
AFG,Nov 2012,SAR,30560034.0,,,,,,
AFG,Dec 2012,SAR,30560034.0,,,,,,
AFG,Jan 2013,SAR,31622704.0,,,,,,
AFG,Feb 2013,SAR,31622704.0,5833.333333333334,0.0,11.666666666666668,0.0,7.0,1.0
AFG,Mar 2013,SAR,31622704.0,,,,,,
AFG,Apr 2013,SAR,31622704.0,,0.0,,0.0,7.0,3.0
AFG,May 2013,SAR,31622704.0,,,,,,
AFG,Jun 2013,SAR,31622704.0,,,,,,
AFG,Jul 2013,SAR,31622704.0,,,,,,
AFG,Aug 2013,SAR,31622704.0,3029.833333333333,0.0,99.41666666666666,0.0,12.0,2.0
AFG,Sep 2013,SAR,31622704.0,,0.0,,0.0,2.0,2.0
AFG,Oct 2013,SAR,31622704.0,,,,,,
AFG,Nov 2013,SAR,31622704.0,,,,,,
AFG,Dec 2013,SAR,31622704.0,,,,,,
AFG,Jan 2014,SAR,32792523.0,,,,,,
AFG,Feb 2014,SAR,32792523.0,0.0,0.0,73.5,0.0,7.0,1.0
AFG,Mar 2014,SAR,32792523.0,,,,,,
AFG,Apr 2014,SAR,32792523.0,122587.5,0.0,377.125,0.0,7.0,1.0
AFG,May 2014,SAR,32792523.0,35025.0,0.0,107.75,0.0,2.0,1.0
AFG,Jun 2014,SAR,32792523.0,2234.285714285714,4412.571428571428,92.57142857142856,0.0,8.0,1.0
AFG,Jul 2014,SAR,32792523.0,,,,,,
AFG,Aug 2014,SAR,32792523.0,,,,,,
AFG,Sep 2014,SAR,32792523.0,,,,,,
AFG,Oct 2014,SAR,32792523.0,,,,,,
AFG,Nov 2014,SAR,32792523.0,,,,,,
AFG,Dec 2014,SAR,32792523.0,,,,,,
AFG,Jan 2015,SAR,33831764.0,,,,,,
AFG,Feb 2015,SAR,33831764.0,,4178.416666666667,,0.0,15.0,3.0
AFG,Mar 2015,SAR,33831764.0,,,,,,
AFG,Apr 2015,SAR,33831764.0,400.0,0.0,41.6,0.0,4.0,1.0
AFG,May 2015,SAR,33831764.0,,0.0,,0.0,3.0,2.0
AFG,Jun 2015,SAR,33831764.0,,,,,,
AFG,Jul 2015,SAR,33831764.0,,,,,,
AFG,Aug 2015,SAR,33831764.0,0.0,0.0,,0.0,1.0,1.0
AFG,Sep 2015,SAR,33831764.0,,,,,,
AFG,Oct 2015,SAR,33831764.0,,0.0,,0.0,1.0,1.0
AFG,Nov 2015,SAR,33831764.0,,,,,,
AFG,Dec 2015,SAR,33831764.0,,0.0,,0.0,2.0,2.0
AFG,Jan 2016,SAR,34700612.0,,,,,,
AFG,Feb 2016,SAR,34700612.0,,,,,,
AFG,Mar 2016,SAR,34700612.0,,,,,,
AFG,Apr 2016,SAR,34700612.0,0.0,0.0,97.0,0.0,9.0,2.0
AFG,May 2016,SAR,34700612.0,0.0,0.0,,0.0,5.0,2.0
AFG,Jun 2016,SAR,34700612.0,,,,,,
AFG,Jul 2016,SAR,34700612.0,0.0,0.0,,0.0,1.0,1.0
AFG,Aug 2016,SAR,34700612.0,,,,,,
AFG,Sep 2016,SAR,34700612.0,,0.0,,0.0,1.0,1.0
AFG,Oct 2016,SAR,34700612.0,,,,,,
AFG,Nov 2016,SAR,34700612.0,,,,,,
AFG,Dec 2016,SAR,34700612.0,,,,,,
AFG,Jan 2017,SAR,35688935.0,0.0,0.0,62.0,0.0,2.0,1.0
AFG,Feb 2017,SAR,35688935.0,,0.0,,0.0,5.0,3.0
AFG,Mar 2017,SAR,35688935.0,,,,,,
AFG,Apr 2017,SAR,35688935.0,,,,,,
AFG,May 2017,SAR,35688935.0,,0.0,,0.0,1.0,1.0
AFG,Jun 2017,SAR,35688935.0,,,,,,
AFG,Jul 2017,SAR,35688935.0,,0.0,,0.0,1.0,1.0
AFG,Aug 2017,SAR,35688935.0,,,,,,
AFG,Sep 2017,SAR,35688935.0,,,,,,
AFG,Oct 2017,SAR,35688935.0,,,,,,
AFG,Nov 2017,SAR,35688935.0,,,,,,
AFG,Dec 2017,SAR,35688935.0,,,,,,
AFG,Jan 2018,SAR,36743039.0,,,,,,
AFG,Feb 2018,SAR,36743039.0,,,,,,
AFG,Mar 2018,SAR,36743039.0,,,,,,
AFG,Apr 2018,SAR,36743039.0,838509.3167701863,0.0,0.0,1.0,30.0,1.0
AFG,May 2018,SAR,36743039.0,870767.3196368848,0.0,97.78846153846152,1.0,54.0,3.0
AFG,Jun 2018,SAR,36743039.0,838509.3167701863,0.0,0.0,1.0,30.0,1.0
AFG,Jul 2018,SAR,36743039.0,866459.6273291926,0.0,,1.0,32.0,2.0
AFG,Aug 2018,SAR,36743039.0,866459.6273291926,0.0,,1.0,32.0,2.0
AFG,Sep 2018,SAR,36743039.0,,0.0,,1.0,32.0,3.0
AFG,Oct 2018,SAR,36743039.0,,0.0,,1.0,33.0,3.0
AFG,Nov 2018,SAR,36743039.0,838509.3167701863,0.0,0.0,1.0,30.0,1.0
AFG,Dec 2018,SAR,36743039.0,866459.6273291926,0.0,0.0,1.0,31.0,1.0
AFG,Jan 2019,SAR,37856121.0,866459.6273291926,0.0,,1.0,32.0,2.0
AFG,Feb 2019,SAR,37856121.0,782608.695652174,0.0,0.0,1.0,28.0,1.0
AFG,Mar 2019,SAR,37856121.0,1000685.1369445772,0.0,106.79807692307692,1.0,69.0,4.0
AFG,Apr 2019,SAR,37856121.0,839710.2542701863,0.0,15.0,1.0,45.0,2.0
AFG,May 2019,SAR,37856121.0,867132.8273291925,0.0,28.799999999999997,1.0,37.0,2.0
AFG,Jun 2019,SAR,37856121.0,838509.3167701863,0.0,,1.0,31.0,2.0
AFG,Jul 2019,SAR,37856121.0,782608.695652174,0.0,0.0,1.0,28.0,1.0
AFG,Aug 2019,SAR,37856121.0,,,,,,
AFG,Sep 2019,SAR,37856121.0,,,,,,
AFG,Oct 2019,SAR,37856121.0,,,,,,
AFG,Nov 2019,SAR,37856121.0,,,,,,
AFG,Dec 2019,SAR,37856121.0,0.0,0.0,,0.0,1.0,1.0
AFG,Jan 2020,SAR,39068979.0,9974.666666666666,0.0,17.333333333333332,0.0,4.0,1.0
AFG,Feb 2020,SAR,39068979.0,520.0,0.0,44.0,0.0,2.0,1.0
AFG,Mar 2020,SAR,39068979.0,3005.1666666666665,0.0,9.333333333333334,0.0,4.0,1.0
AFG,Apr 2020,SAR,39068979.0,15777.125,0.0,55.66666666666667,0.0,25.0,2.0
AFG,May 2020,SAR,39068979.0,7333.333333333333,0.0,5.333333333333333,0.0,4.0,1.0
